





Value And Momentum,2016-12-07,Stock(79431711/VRX},34.95000000000073,0
Value And Momentum,2016-12-07,Stock(1714996/ABC},40.01999999999862,0
Value And Momentum,2016-12-07,Stock(129348123/BLUE},-324.0,0
Value And Momentum,2016-12-07,Stock(83635951/PCRX},530.0999999999985,0
Value And Momentum,2016-12-07,Stock(6746357/UTHR},35.19999999999891,0
Value And Momentum,2016-12-07,Stock(9869443/ILMN},77.39999999999964,0
Value And Momentum,2016-12-07,Stock(267455/CELG},-34.039999999999054,0
Value And Momentum,2016-12-07,Stock(4369855/INCY},179.8799600000002,0




Short Open Gap,2016-12-09,Stock(4818054/SHPG},-5.670000000001892,0
Value And Momentum,2016-12-09,Stock(12362013/ADS},-187.88000000000102,0
Value And Momentum,2016-12-09,Stock(4227/AFL},121.66000000000167,0
Value And Momentum,2016-12-09,Stock(4528615/AN},21.600000000000364,0
Value And Momentum,2016-12-09,Stock(5610/CFR},46.80000000000109,0
Value And Momentum,2016-12-09,Stock(179002152/QRVO},-57.350000000000364,0
Value And Momentum,2016-12-09,Stock(271308/LRCX},-136.6200000000008,0
Value And Momentum,2016-12-09,Stock(274385/SIVB},203.98000000000138,0
Value And Momentum,2016-12-09,Stock(11735/RS},-113.08004999999866,0
Value And Momentum,2016-12-09,Stock(5019164/WSM},28.350000000000364,0
Value And Momentum,2016-12-09,Stock(13497/VLO},76.43999999999869,0


Long Open Gap,2016-12-12,Stock(4457163/CNI},275.3999999999978,0
Long Open Gap,2016-12-12,Stock(53224215/AAXJ},-36.400000000001455,0
Value And Momentum,2016-12-12,Stock(57698865/EQT},-253.4399999999987,0
Value And Momentum,2016-12-12,Stock(8885958/SINA},-195.68006100000093,0
Value And Momentum,2016-12-12,Stock(137497719/WUBA},-92.80000000000109,0
Value And Momentum,2016-12-12,Stock(10376/NOC},436.0799999999999,0
Value And Momentum,2016-12-12,Stock(7496/GD},336.1100000000006,0
Value And Momentum,2016-12-12,Stock(11758/RTN},237.25,0
Value And Momentum,2016-12-12,Stock(9541698/NTES},145.92000000000007,0
Value And Momentum,2016-12-12,Stock(181150075/OA},291.7000479999988,0
Value And Momentum,2016-12-12,Stock(4726176/ALXN},-62.30000000000109,0
Value And Momentum,2016-12-12,Stock(611191/LMT},216.47999999999956,0
Short Open Gap,2016-12-13,Stock(128835017/BNDX},-24.75994499999979,0
Short Open Gap,2016-12-13,Stock(7788/DEO},50.8799999999992,0
Short Open Gap,2016-12-13,Stock(8794522/NVS},-20.299999999999272,0
Long Open Gap,2016-12-13,Stock(26796053/BWLD},-252.0,0
Long Open Gap,2016-12-13,Stock(1035459/DVA},-3.1599999999998545,0
Value And Momentum,2016-12-13,Stock(4812396/GWR},-304.9200000000001,0
Value And Momentum,2016-12-13,Stock(26796053/BWLD},42.0,0
Value And Momentum,2016-12-13,Stock(1035459/DVA},28.44000000000233,0
Value And Momentum,2016-12-13,Stock(37655664/CMG},-17.279999999998836,0
Value And Momentum,2016-12-13,Stock(6746357/UTHR},-57.0,0
Value And Momentum,2016-12-13,Stock(56884113/MD},24.959999999999127,0
Value And Momentum,2016-12-13,Stock(267475/CERN},190.96000000000095,0
Value And Momentum,2016-12-13,Stock(4726176/ALXN},-274.8199999999997,0
Value And Momentum,2016-12-13,Stock(2585438/AGU},-166.60000000000036,0
Value And Momentum,2016-12-13,Stock(6608665/WCC},-29.200000000000728,0


Value And Momentum,2016-12-14,Stock(96983623/ACHC},206.07999999999993,0
Value And Momentum,2016-12-14,Stock(12851783/ZBH},20.0,0
Value And Momentum,2016-12-14,Stock(4812396/GWR},-470.44003599999996,0
Value And Momentum,2016-12-14,Stock(41622169/FSLR},-130.78999999999905,0
Value And Momentum,2016-12-14,Stock(85076790/HCA},32.67993600000045,0
Value And Momentum,2016-12-14,Stock(6890/EOG},-189.14000000000124,0
Value And Momentum,2016-12-14,Stock(98538357/JCOM},161.04000000000087,0
Value And Momentum,2016-12-14,Stock(105430010/ESRX},-150.3799999999992,0
Value And Momentum,2016-12-14,Stock(13206/UHS},-175.79999399999906,0
Value And Momentum,2016-12-14,Stock(272992/PCAR},-92.22001799999998,0
Short Open Gap,2016-12-15,Stock(9160/LLY},-143.5900440000005,0
Short Open Gap,2016-12-15,Stock(267475/CERN},80.30992200000037,0
Long Open Gap,2016-12-15,Stock(274105/SBUX},-160.59995999999956,0
Long Open Gap,2016-12-15,Stock(7616/GIS},252.35985599999913,0
Value And Momentum,2016-12-15,Stock(117636259/YY},-81.82000400000106,0
Value And Momentum,2016-12-15,Stock(79431711/VRX},219.51999999999862,0
Value And Momentum,2016-12-15,Stock(15468463/GOLD},-1.5100000000002183,0
Value And Momentum,2016-12-15,Stock(12851783/ZBH},158.6200000000008,0
Value And Momentum,2016-12-15,Stock(274027/SAFM},367.22000000000116,0
Value And Momentum,2016-12-15,Stock(2585769/CVS},176.85000000000036,0
Value And Momentum,2016-12-15,Stock(4817403/RGLD},-299.6999999999989,0
Value And Momentum,2016-12-15,Stock(11478/R},-60.29999999999927,0
Value And Momentum,2016-12-15,Stock(115441080/FANG},360.5899999999983,0
Value And Momentum,2016-12-15,Stock(13116/TYL},0.0,0


Value And Momentum,2016-12-16,Stock(57698865/EQT},-104.28000000000065,0
Value And Momentum,2016-12-16,Stock(8385/IFF},-17.399999999999636,0
Value And Momentum,2016-12-16,Stock(8885958/SINA},-62.80000000000109,0
Value And Momentum,2016-12-16,Stock(80269548/TAL},79.04999999999927,0
Value And Momentum,2016-12-16,Stock(36320731/CHRW},9.94000000000051,0
