name,Type,Time,Price
MRK,BID,04/04/2016 09:30:28.409,53.8
BA,ASK,04/04/2016 09:30:28.409,126.82
AAPL,BID,04/04/2016 09:30:28.409,110.36
AAPL,ASK,04/04/2016 09:30:28.409,110.41
JBHT,ASK,04/04/2016 09:30:28.409,84.59
GM,ASK,04/04/2016 09:30:28.409,30.45
CINF,ASK,04/04/2016 09:30:28.409,66.01
GGP,BID,04/04/2016 09:30:28.409,29.52
EBAY,ASK,04/04/2016 09:30:28.409,23.61
ILMN,ASK,04/04/2016 09:30:28.409,167.62
IFF,ASK,04/04/2016 09:30:28.410,116.81
CL,BID,04/04/2016 09:30:28.410,70.69
KMB,BID,04/04/2016 09:30:28.410,136.2
PG,BID,04/04/2016 09:30:28.410,83.31
PLD,ASK,04/04/2016 09:30:28.410,44.61
JPM,ASK,04/04/2016 09:30:28.410,59.38
ESRX,BID,04/04/2016 09:30:28.410,69.81
ESRX,ASK,04/04/2016 09:30:28.410,70
GOOGL,BID,04/04/2016 09:30:28.411,767.93
XEC,ASK,04/04/2016 09:30:28.411,98.7
PSA,BID,04/04/2016 09:30:28.411,275.17
PSA,ASK,04/04/2016 09:30:28.411,275.95
AMZN,TRADE,04/04/2016 09:30:28.655,597.85
INTU,TRADE,04/04/2016 09:30:28.656,104.65
EXPE,TRADE,04/04/2016 09:30:28.656,108.57
AAPL,TRADE,04/04/2016 09:30:28.657,110.41
PFE,TRADE,04/04/2016 09:30:28.657,30.1
UPS,OPEN,04/04/2016 09:30:28.658,105.07
UPS,TRADE,04/04/2016 09:30:28.658,105.07
ADM,TRADE,04/04/2016 09:30:28.658,36.35
FB,TRADE,04/04/2016 09:30:28.658,114.24
YHOO,TRADE,04/04/2016 09:30:28.659,36.61
PVH,BID,04/04/2016 09:30:28.659,99.17
CAG,ASK,04/04/2016 09:30:28.660,45.37
AMZN,BID,04/04/2016 09:30:28.660,597.53
LH,ASK,04/04/2016 09:30:28.660,118.61
EXPE,ASK,04/04/2016 09:30:28.660,108.76
AFL,ASK,04/04/2016 09:30:28.661,64.15
ACN,BID,04/04/2016 09:30:28.661,115.86
DNB,BID,04/04/2016 09:30:28.662,103.18
DNB,ASK,04/04/2016 09:30:28.662,105.18
AMT,BID,04/04/2016 09:30:28.662,104.17
CMI,BID,04/04/2016 09:30:28.662,110.13
CMI,ASK,04/04/2016 09:30:28.662,110.46
ALXN,ASK,04/04/2016 09:30:28.663,144.43
UPS,ASK,04/04/2016 09:30:28.663,105.1
ADM,BID,04/04/2016 09:30:28.663,36.31
ADM,ASK,04/04/2016 09:30:28.663,36.39
EOG,BID,04/04/2016 09:30:28.663,71.75
UNM,ASK,04/04/2016 09:30:28.663,31.32
DD,ASK,04/04/2016 09:30:28.664,63.54
MAC,ASK,04/04/2016 09:30:28.664,80.14
ADP,BID,04/04/2016 09:30:28.664,90.08
EW,ASK,04/04/2016 09:30:28.665,102.3
YHOO,BID,04/04/2016 09:30:28.665,36.6
YHOO,ASK,04/04/2016 09:30:28.665,36.61
WY,BID,04/04/2016 09:30:28.665,31.09
WY,ASK,04/04/2016 09:30:28.665,31.1
PYPL,BID,04/04/2016 09:30:28.666,39.12
PPL,TRADE,04/04/2016 09:30:28.906,38.22
JPM,TRADE,04/04/2016 09:30:28.907,59.37
DOV,TRADE,04/04/2016 09:30:28.908,64.06
BSX,TRADE,04/04/2016 09:30:28.909,18.95
PPL,ASK,04/04/2016 09:30:28.909,38.24
WU,BID,04/04/2016 09:30:28.910,19.46
CA,ASK,04/04/2016 09:30:28.911,31.04
AMP,BID,04/04/2016 09:30:28.912,93.3
WBA,BID,04/04/2016 09:30:28.912,86.59
DOV,ASK,04/04/2016 09:30:28.912,64.14
PRGO,BID,04/04/2016 09:30:28.914,126.82
MOS,BID,04/04/2016 09:30:28.914,26.17
COP,BID,04/04/2016 09:30:28.914,39.65
REGN,BID,04/04/2016 09:30:28.915,403.12
REGN,ASK,04/04/2016 09:30:28.915,403.76
LMT,ASK,04/04/2016 09:30:28.915,223.73
FB,BID,04/04/2016 09:30:28.915,114.15
FB,ASK,04/04/2016 09:30:28.915,114.21
AAPL,ASK,04/04/2016 09:30:28.916,110.42
CINF,BID,04/04/2016 09:30:28.916,65.72
CINF,ASK,04/04/2016 09:30:28.916,66.05
EBAY,BID,04/04/2016 09:30:28.917,23.56
EBAY,ASK,04/04/2016 09:30:28.917,23.59
ILMN,BID,04/04/2016 09:30:28.917,167.1
ROK,ASK,04/04/2016 09:30:28.918,114.03
CL,BID,04/04/2016 09:30:28.918,70.7
WFC,ASK,04/04/2016 09:30:28.919,48.44
PLD,ASK,04/04/2016 09:30:28.919,44.62
VRSK,ASK,04/04/2016 09:30:28.919,80.23
ESRX,BID,04/04/2016 09:30:28.919,69.83
GOOGL,BID,04/04/2016 09:30:28.920,768
HAR,ASK,04/04/2016 09:30:28.920,87.12
PSA,BID,04/04/2016 09:30:28.920,275.18
KO,TRADE,04/04/2016 09:30:29.157,46.78
DPS,TRADE,04/04/2016 09:30:29.157,91.29
WBA,TRADE,04/04/2016 09:30:29.157,86.59
DOW,TRADE,04/04/2016 09:30:29.158,50.76
AAPL,TRADE,04/04/2016 09:30:29.158,110.37
GOOG,TRADE,04/04/2016 09:30:29.158,749.48
GOOGL,TRADE,04/04/2016 09:30:29.158,768.6
CINF,TRADE,04/04/2016 09:30:29.158,66
ALXN,TRADE,04/04/2016 09:30:29.158,144.19
ADM,TRADE,04/04/2016 09:30:29.159,36.34
K,TRADE,04/04/2016 09:30:29.159,77.6
FB,TRADE,04/04/2016 09:30:29.159,114.21
NKE,TRADE,04/04/2016 09:30:29.159,61.77
DLPH,BID,04/04/2016 09:30:29.159,73.35
KO,BID,04/04/2016 09:30:29.159,46.78
DPS,BID,04/04/2016 09:30:29.160,91.22
EXPE,ASK,04/04/2016 09:30:29.160,108.73
GD,BID,04/04/2016 09:30:29.160,131.56
EL,ASK,04/04/2016 09:30:29.160,96.02
IPG,BID,04/04/2016 09:30:29.160,23.25
IPG,ASK,04/04/2016 09:30:29.160,23.27
BMY,BID,04/04/2016 09:30:29.161,64.78
GOOG,ASK,04/04/2016 09:30:29.161,749.83
TRV,BID,04/04/2016 09:30:29.161,117.46
TSO,ASK,04/04/2016 09:30:29.161,82.55
PX,ASK,04/04/2016 09:30:29.161,115.06
DHR,ASK,04/04/2016 09:30:29.161,94.95
EQR,BID,04/04/2016 09:30:29.161,75.17
RCL,BID,04/04/2016 09:30:29.161,81.94
CMI,BID,04/04/2016 09:30:29.161,110.14
AVB,ASK,04/04/2016 09:30:29.162,191.11
CAG,ASK,04/04/2016 09:30:29.162,45.38
ALXN,BID,04/04/2016 09:30:29.162,144.06
ALXN,ASK,04/04/2016 09:30:29.162,144.44
UPS,BID,04/04/2016 09:30:29.162,105.01
LRCX,BID,04/04/2016 09:30:29.162,82.79
ADM,BID,04/04/2016 09:30:29.162,36.33
EOG,BID,04/04/2016 09:30:29.162,71.79
DOW,BID,04/04/2016 09:30:29.162,50.74
ADP,BID,04/04/2016 09:30:29.163,90.06
GM,BID,04/04/2016 09:30:29.163,30.43
JBHT,ASK,04/04/2016 09:30:29.163,84.57
NKE,BID,04/04/2016 09:30:29.163,61.72
WY,ASK,04/04/2016 09:30:29.163,31.12
MSFT,ASK,04/04/2016 09:30:29.163,55.43
XYL,BID,04/04/2016 09:30:29.164,41.07
PPL,TRADE,04/04/2016 09:30:29.407,38.2
MDLZ,TRADE,04/04/2016 09:30:29.407,41.08
GIS,TRADE,04/04/2016 09:30:29.408,64.84
DIS,TRADE,04/04/2016 09:30:29.408,99.25
WFC,TRADE,04/04/2016 09:30:29.409,48.43
PFE,TRADE,04/04/2016 09:30:29.411,30.11
CTSH,TRADE,04/04/2016 09:30:29.411,62.99
NFLX,TRADE,04/04/2016 09:30:29.412,105.77
WFM,TRADE,04/04/2016 09:30:29.412,30.66
VAR,ASK,04/04/2016 09:30:29.413,81.54
HOG,BID,04/04/2016 09:30:29.413,51.4
TROW,BID,04/04/2016 09:30:29.413,73.81
ORCL,BID,04/04/2016 09:30:29.413,41.04
WU,ASK,04/04/2016 09:30:29.413,19.56
XEC,BID,04/04/2016 09:30:29.414,97.2
HES,ASK,04/04/2016 09:30:29.414,52.6
DOV,BID,04/04/2016 09:30:29.414,64.03
DOV,ASK,04/04/2016 09:30:29.414,64.2
MDT,ASK,04/04/2016 09:30:29.415,76.01
TRIP,ASK,04/04/2016 09:30:29.415,67.23
KO,BID,04/04/2016 09:30:29.415,46.77
KO,ASK,04/04/2016 09:30:29.415,46.78
LVLT,BID,04/04/2016 09:30:29.415,53
SIG,BID,04/04/2016 09:30:29.415,123.05
ZTS,ASK,04/04/2016 09:30:29.416,45.25
AMP,BID,04/04/2016 09:30:29.416,93.52
WBA,BID,04/04/2016 09:30:29.416,86.56
WBA,ASK,04/04/2016 09:30:29.416,86.62
LEN,BID,04/04/2016 09:30:29.416,47.34
COP,BID,04/04/2016 09:30:29.417,39.67
REGN,ASK,04/04/2016 09:30:29.417,404.14
TAP,ASK,04/04/2016 09:30:29.417,96.92
LMT,BID,04/04/2016 09:30:29.417,223.16
LMT,ASK,04/04/2016 09:30:29.417,223.45
CELG,ASK,04/04/2016 09:30:29.417,101.77
FB,ASK,04/04/2016 09:30:29.418,114.18
COF,ASK,04/04/2016 09:30:29.418,70.8
AAPL,BID,04/04/2016 09:30:29.418,110.34
AAPL,ASK,04/04/2016 09:30:29.418,110.4
PPL,ASK,04/04/2016 09:30:29.419,38.23
DD,ASK,04/04/2016 09:30:29.419,63.53
CL,BID,04/04/2016 09:30:29.419,70.71
GRMN,BID,04/04/2016 09:30:29.419,39.56
WFC,BID,04/04/2016 09:30:29.420,48.43
MKC,BID,04/04/2016 09:30:29.420,100.05
JPM,BID,04/04/2016 09:30:29.420,59.38
JPM,ASK,04/04/2016 09:30:29.420,59.4
SEE,BID,04/04/2016 09:30:29.421,48.49
GOOGL,BID,04/04/2016 09:30:29.421,768.01
GOOGL,ASK,04/04/2016 09:30:29.421,768.87
CMS,ASK,04/04/2016 09:30:29.421,42.87
NFLX,BID,04/04/2016 09:30:29.421,105.77
HAR,BID,04/04/2016 09:30:29.421,86.53
HAR,ASK,04/04/2016 09:30:29.421,86.91
MPC,ASK,04/04/2016 09:30:29.421,36.17
CAT,BID,04/04/2016 09:30:29.421,76.56
TWC,ASK,04/04/2016 09:30:29.421,205.81
WFM,BID,04/04/2016 09:30:29.421,30.6
PSA,BID,04/04/2016 09:30:29.422,275.19
IBM,TRADE,04/04/2016 09:30:29.659,152.34
JPM,TRADE,04/04/2016 09:30:29.659,59.38
EBAY,TRADE,04/04/2016 09:30:29.660,23.56
KMB,TRADE,04/04/2016 09:30:29.661,136.28
HST,TRADE,04/04/2016 09:30:29.662,16
AAPL,TRADE,04/04/2016 09:30:29.663,110.4
HOT,TRADE,04/04/2016 09:30:29.664,79.21
MS,TRADE,04/04/2016 09:30:29.665,25.42
GOOGL,TRADE,04/04/2016 09:30:29.665,768.66
PNW,OPEN,04/04/2016 09:30:29.666,75.78
PNW,TRADE,04/04/2016 09:30:29.667,75.78
LEN,TRADE,04/04/2016 09:30:29.668,47.47
K,TRADE,04/04/2016 09:30:29.669,77.59
FB,TRADE,04/04/2016 09:30:29.669,114.17
SE,ASK,04/04/2016 09:30:29.670,30.26
EQIX,ASK,04/04/2016 09:30:29.671,332.43
TSN,BID,04/04/2016 09:30:29.671,67.82
IP,BID,04/04/2016 09:30:29.672,40.8
WMT,BID,04/04/2016 09:30:29.672,69.01
AES,BID,04/04/2016 09:30:29.673,11.63
KMB,BID,04/04/2016 09:30:29.673,136.21
EXPE,BID,04/04/2016 09:30:29.673,108.31
EXPE,ASK,04/04/2016 09:30:29.673,108.71
MHFI,ASK,04/04/2016 09:30:29.674,98.99
UNH,BID,04/04/2016 09:30:29.674,130
EL,BID,04/04/2016 09:30:29.674,95.52
MCHP,ASK,04/04/2016 09:30:29.675,48.25
HST,BID,04/04/2016 09:30:29.675,15.99
HST,ASK,04/04/2016 09:30:29.675,16.01
CRM,ASK,04/04/2016 09:30:29.675,76
BMY,BID,04/04/2016 09:30:29.675,64.82
BMY,ASK,04/04/2016 09:30:29.675,64.91
GGP,BID,04/04/2016 09:30:29.676,29.6
AMZN,BID,04/04/2016 09:30:29.676,597.57
SCHW,BID,04/04/2016 09:30:29.676,28.32
ETFC,ASK,04/04/2016 09:30:29.676,25.11
IR,ASK,04/04/2016 09:30:29.676,62.4
GOOG,BID,04/04/2016 09:30:29.677,749.21
GOOG,ASK,04/04/2016 09:30:29.677,749.91
PGR,BID,04/04/2016 09:30:29.677,35.44
TSO,BID,04/04/2016 09:30:29.677,82.21
TSO,ASK,04/04/2016 09:30:29.678,82.49
MET,BID,04/04/2016 09:30:29.678,44.25
GIS,BID,04/04/2016 09:30:29.678,64.78
GIS,ASK,04/04/2016 09:30:29.678,64.86
MA,BID,04/04/2016 09:30:29.679,96.02
ALXN,BID,04/04/2016 09:30:29.679,143.37
ALXN,ASK,04/04/2016 09:30:29.679,144.15
LRCX,BID,04/04/2016 09:30:29.679,82.8
EOG,BID,04/04/2016 09:30:29.679,71.8
CINF,ASK,04/04/2016 09:30:29.679,66.03
PG,ASK,04/04/2016 09:30:29.680,83.4
GM,BID,04/04/2016 09:30:29.680,30.44
GS,BID,04/04/2016 09:30:29.681,159.21
GS,ASK,04/04/2016 09:30:29.681,159.48
NKE,BID,04/04/2016 09:30:29.681,61.71
MSFT,BID,04/04/2016 09:30:29.681,55.4
MSFT,ASK,04/04/2016 09:30:29.682,55.42
GIS,TRADE,04/04/2016 09:30:29.910,64.85
CAG,TRADE,04/04/2016 09:30:29.910,45.38
MCHP,OPEN,04/04/2016 09:30:29.911,48.04
MCHP,TRADE,04/04/2016 09:30:29.911,48.04
GGP,TRADE,04/04/2016 09:30:29.913,29.63
COP,TRADE,04/04/2016 09:30:29.915,39.68
MS,BID,04/04/2016 09:30:29.920,25.36
MS,ASK,04/04/2016 09:30:29.920,25.39
HOG,BID,04/04/2016 09:30:29.923,51.42
DIS,BID,04/04/2016 09:30:29.923,99.2
DIS,ASK,04/04/2016 09:30:29.923,99.31
BCR,ASK,04/04/2016 09:30:29.923,206.36
URI,BID,04/04/2016 09:30:29.923,60.27
ORCL,BID,04/04/2016 09:30:29.924,41.05
APA,BID,04/04/2016 09:30:29.924,47.5
APA,ASK,04/04/2016 09:30:29.924,47.83
PHM,ASK,04/04/2016 09:30:29.925,18.58
XEC,ASK,04/04/2016 09:30:29.925,99
MDT,ASK,04/04/2016 09:30:29.925,75.96
TRIP,BID,04/04/2016 09:30:29.926,67.01
SIG,BID,04/04/2016 09:30:29.926,123.21
LEN,BID,04/04/2016 09:30:29.927,47.43
O,BID,04/04/2016 09:30:29.928,62.26
REGN,BID,04/04/2016 09:30:29.928,401.66
REGN,ASK,04/04/2016 09:30:29.928,403.36
LMT,BID,04/04/2016 09:30:29.928,223.15
LMT,ASK,04/04/2016 09:30:29.929,223.44
COF,ASK,04/04/2016 09:30:29.929,70.78
BHI,BID,04/04/2016 09:30:29.929,41.55
COP,BID,04/04/2016 09:30:29.929,39.68
FB,BID,04/04/2016 09:30:29.930,114.16
FB,ASK,04/04/2016 09:30:29.930,114.24
AAPL,BID,04/04/2016 09:30:29.931,110.42
AAPL,ASK,04/04/2016 09:30:29.931,110.49
SLB,ASK,04/04/2016 09:30:29.932,72.5
FFIV,ASK,04/04/2016 09:30:29.932,105.79
VRSN,TRADE,04/04/2016 09:30:29.985,90.2
CTSH,TRADE,04/04/2016 09:30:29.985,62.98
ROK,BID,04/04/2016 09:30:29.985,112.42
HAL,BID,04/04/2016 09:30:29.985,34.84
FCX,BID,04/04/2016 09:30:29.986,9.89
FCX,ASK,04/04/2016 09:30:29.986,9.9
JPM,BID,04/04/2016 09:30:29.986,59.4
JPM,ASK,04/04/2016 09:30:29.986,59.41
EBAY,BID,04/04/2016 09:30:29.986,23.55
EBAY,ASK,04/04/2016 09:30:29.987,23.58
WFC,BID,04/04/2016 09:30:29.987,48.42
WFC,ASK,04/04/2016 09:30:29.987,48.43
ECL,ASK,04/04/2016 09:30:29.988,112.04
PPL,BID,04/04/2016 09:30:29.988,38.19
PPL,ASK,04/04/2016 09:30:29.988,38.25
INTU,BID,04/04/2016 09:30:29.989,104.53
VRSN,BID,04/04/2016 09:30:29.989,90.11
VRSN,ASK,04/04/2016 09:30:29.989,90.24
BBY,BID,04/04/2016 09:30:29.989,32.12
CTSH,BID,04/04/2016 09:30:29.990,62.96
MKC,BID,04/04/2016 09:30:29.990,100.06
NFLX,BID,04/04/2016 09:30:29.991,105.74
WY,BID,04/04/2016 09:30:29.991,31.08
WY,ASK,04/04/2016 09:30:29.991,31.11
MPC,ASK,04/04/2016 09:30:29.991,36.16
WFM,BID,04/04/2016 09:30:29.992,30.62
WFM,ASK,04/04/2016 09:30:29.992,30.74
PSA,ASK,04/04/2016 09:30:29.992,275.82
SE,ASK,04/04/2016 09:30:29.992,30.25
CB,BID,04/04/2016 09:30:29.993,122.26
JPM,TRADE,04/04/2016 09:30:30.161,59.4
NFLX,TRADE,04/04/2016 09:30:30.161,105.75
RAI,TRADE,04/04/2016 09:30:30.161,50.26
SO,TRADE,04/04/2016 09:30:30.161,51.59
HST,TRADE,04/04/2016 09:30:30.162,15.97
AAPL,TRADE,04/04/2016 09:30:30.162,110.48
HOT,TRADE,04/04/2016 09:30:30.162,79.19
MS,TRADE,04/04/2016 09:30:30.162,25.38
ESRX,TRADE,04/04/2016 09:30:30.163,69.9
INTC,TRADE,04/04/2016 09:30:30.163,32.22
AMGN,TRADE,04/04/2016 09:30:30.163,153.91
CELG,TRADE,04/04/2016 09:30:30.163,101.76
C,TRADE,04/04/2016 09:30:30.164,42.39
CHK,TRADE,04/04/2016 09:30:30.164,3.87
MRO,TRADE,04/04/2016 09:30:30.165,10.54
MHFI,TRADE,04/04/2016 09:30:30.165,98.7
ALXN,TRADE,04/04/2016 09:30:30.165,143.8
TGNA,TRADE,04/04/2016 09:30:30.165,22.83
PRGO,TRADE,04/04/2016 09:30:30.166,126.82
EXPE,TRADE,04/04/2016 09:30:30.166,108.56
WFC,TRADE,04/04/2016 09:30:30.166,48.41
LOW,TRADE,04/04/2016 09:30:30.167,77.38
CHRW,OPEN,04/04/2016 09:30:30.167,73.74
CHRW,TRADE,04/04/2016 09:30:30.167,73.74
PPL,TRADE,04/04/2016 09:30:30.168,38.24
FTR,TRADE,04/04/2016 09:30:30.168,5.49
FB,TRADE,04/04/2016 09:30:30.169,114.24
CCL,TRADE,04/04/2016 09:30:30.170,52.78
PFE,TRADE,04/04/2016 09:30:30.170,30.1
IBM,TRADE,04/04/2016 09:30:30.170,152.39
IP,ASK,04/04/2016 09:30:30.171,40.94
KMB,BID,04/04/2016 09:30:30.171,136.22
KMB,ASK,04/04/2016 09:30:30.171,136.6
EXPE,BID,04/04/2016 09:30:30.171,108.39
EXPE,ASK,04/04/2016 09:30:30.171,108.7
UNH,BID,04/04/2016 09:30:30.171,129.99
SNA,BID,04/04/2016 09:30:30.171,157.6
SO,BID,04/04/2016 09:30:30.172,51.57
SO,ASK,04/04/2016 09:30:30.172,51.61
MO,BID,04/04/2016 09:30:30.172,63.06
MCHP,BID,04/04/2016 09:30:30.172,48.01
HST,BID,04/04/2016 09:30:30.172,15.97
HST,ASK,04/04/2016 09:30:30.172,16
UTX,ASK,04/04/2016 09:30:30.173,100.62
BA,ASK,04/04/2016 09:30:30.173,126.81
GGP,ASK,04/04/2016 09:30:30.173,29.65
GOOG,BID,04/04/2016 09:30:30.173,749.17
GOOG,ASK,04/04/2016 09:30:30.173,749.89
GAS,BID,04/04/2016 09:30:30.173,65.44
RRC,BID,04/04/2016 09:30:30.173,33.06
PXD,ASK,04/04/2016 09:30:30.173,140.9
EXC,BID,04/04/2016 09:30:30.173,35.59
EXC,ASK,04/04/2016 09:30:30.174,35.78
DAL,BID,04/04/2016 09:30:30.174,46.96
DAL,ASK,04/04/2016 09:30:30.174,47.08
WHR,ASK,04/04/2016 09:30:30.174,184.12
AXP,ASK,04/04/2016 09:30:30.174,61.09
TSO,ASK,04/04/2016 09:30:30.174,82.48
UNP,ASK,04/04/2016 09:30:30.174,79.11
VMC,BID,04/04/2016 09:30:30.175,106.28
VMC,ASK,04/04/2016 09:30:30.175,107.68
AME,BID,04/04/2016 09:30:30.175,50
AME,ASK,04/04/2016 09:30:30.175,50.26
AMGN,BID,04/04/2016 09:30:30.175,153.77
AMGN,ASK,04/04/2016 09:30:30.175,154.4
XOM,ASK,04/04/2016 09:30:30.175,83.22
UAL,BID,04/04/2016 09:30:30.175,56.48
MCD,BID,04/04/2016 09:30:30.175,126.9
MCD,ASK,04/04/2016 09:30:30.175,127.05
UHS,ASK,04/04/2016 09:30:30.176,125.9
R,ASK,04/04/2016 09:30:30.176,64.58
PX,BID,04/04/2016 09:30:30.176,113.01
ZBH,ASK,04/04/2016 09:30:30.176,108.07
SBUX,BID,04/04/2016 09:30:30.176,61.06
SNI,BID,04/04/2016 09:30:30.176,67.54
STI,BID,04/04/2016 09:30:30.176,36.5
DHR,ASK,04/04/2016 09:30:30.177,94.96
GPS,BID,04/04/2016 09:30:30.177,29.7
RSG,BID,04/04/2016 09:30:30.177,46.79
RSG,ASK,04/04/2016 09:30:30.177,47.06
BEN,ASK,04/04/2016 09:30:30.177,39.39
BK,BID,04/04/2016 09:30:30.177,36.88
C,BID,04/04/2016 09:30:30.178,42.39
C,ASK,04/04/2016 09:30:30.178,42.4
CVS,BID,04/04/2016 09:30:30.178,103.74
USB,BID,04/04/2016 09:30:30.178,40.6
INTC,BID,04/04/2016 09:30:30.178,32.21
CELG,BID,04/04/2016 09:30:30.178,101.5
DRI,BID,04/04/2016 09:30:30.178,67.47
CAG,BID,04/04/2016 09:30:30.179,45.32
GIS,BID,04/04/2016 09:30:30.179,64.76
GIS,ASK,04/04/2016 09:30:30.179,64.85
TGNA,ASK,04/04/2016 09:30:30.179,22.91
MAS,BID,04/04/2016 09:30:30.179,31.97
PEP,BID,04/04/2016 09:30:30.179,103.5
PEP,ASK,04/04/2016 09:30:30.180,103.89
KIM,ASK,04/04/2016 09:30:30.180,28.72
TJX,BID,04/04/2016 09:30:30.180,78.65
TJX,ASK,04/04/2016 09:30:30.180,79.04
PRGO,BID,04/04/2016 09:30:30.180,126.81
EW,BID,04/04/2016 09:30:30.180,101.04
HD,ASK,04/04/2016 09:30:30.181,136.05
LOW,BID,04/04/2016 09:30:30.181,77.26
MJN,BID,04/04/2016 09:30:30.181,83.52
MJN,ASK,04/04/2016 09:30:30.181,83.99
MHFI,ASK,04/04/2016 09:30:30.181,99
MHK,ASK,04/04/2016 09:30:30.181,192.86
MSI,BID,04/04/2016 09:30:30.181,74.55
MSI,ASK,04/04/2016 09:30:30.182,75.68
AFL,ASK,04/04/2016 09:30:30.182,64.16
CMG,ASK,04/04/2016 09:30:30.182,464.89
CME,BID,04/04/2016 09:30:30.183,96.32
FDX,BID,04/04/2016 09:30:30.183,163.22
LUV,ASK,04/04/2016 09:30:30.183,44.77
RIG,BID,04/04/2016 09:30:30.183,8.56
JNPR,BID,04/04/2016 09:30:30.184,25.3
EOG,BID,04/04/2016 09:30:30.184,71.81
FTR,ASK,04/04/2016 09:30:30.184,5.5
PG,BID,04/04/2016 09:30:30.184,83.3
PG,ASK,04/04/2016 09:30:30.185,83.38
PM,BID,04/04/2016 09:30:30.185,100.03
GM,BID,04/04/2016 09:30:30.185,30.43
GM,ASK,04/04/2016 09:30:30.185,30.44
ESRX,BID,04/04/2016 09:30:30.185,69.84
JBHT,ASK,04/04/2016 09:30:30.185,84.56
AMP,BID,04/04/2016 09:30:30.186,93.53
GS,BID,04/04/2016 09:30:30.186,159.25
MSFT,ASK,04/04/2016 09:30:30.186,55.41
XLNX,ASK,04/04/2016 09:30:30.186,47.69
ABBV,BID,04/04/2016 09:30:30.186,57.51
ABBV,ASK,04/04/2016 09:30:30.186,57.63
NBL,BID,04/04/2016 09:30:30.187,30.85
IBM,ASK,04/04/2016 09:30:30.187,152.4
AAL,ASK,04/04/2016 09:30:30.187,39.7
MYL,ASK,04/04/2016 09:30:30.187,47.47
SWN,BID,04/04/2016 09:30:30.187,7.96
SWN,ASK,04/04/2016 09:30:30.187,7.98
CL,TRADE,04/04/2016 09:30:30.412,70.73
UPS,TRADE,04/04/2016 09:30:30.412,105.06
TWX,TRADE,04/04/2016 09:30:30.412,73.62
SWK,OPEN,04/04/2016 09:30:30.413,106.32
SWK,TRADE,04/04/2016 09:30:30.414,106.32
DIS,TRADE,04/04/2016 09:30:30.414,99.3
TMO,TRADE,04/04/2016 09:30:30.414,142.5
IVZ,TRADE,04/04/2016 09:30:30.414,31.35
MAT,TRADE,04/04/2016 09:30:30.414,34.62
MOS,TRADE,04/04/2016 09:30:30.415,26.25
PVH,TRADE,04/04/2016 09:30:30.415,99.2
GAS,OPEN,04/04/2016 09:30:30.415,65.49
GAS,TRADE,04/04/2016 09:30:30.416,65.49
ORCL,TRADE,04/04/2016 09:30:30.416,41.07
MYL,TRADE,04/04/2016 09:30:30.416,47.47
GS,TRADE,04/04/2016 09:30:30.416,159.26
CL,ASK,04/04/2016 09:30:30.416,70.78
MS,ASK,04/04/2016 09:30:30.416,25.38
DIS,ASK,04/04/2016 09:30:30.416,99.3
BCR,BID,04/04/2016 09:30:30.417,203.88
BCR,ASK,04/04/2016 09:30:30.417,206.35
AMZN,BID,04/04/2016 09:30:30.417,597.07
TMO,BID,04/04/2016 09:30:30.417,142.13
ENDP,BID,04/04/2016 09:30:30.418,29.27
XEC,ASK,04/04/2016 09:30:30.418,98.88
PDCO,BID,04/04/2016 09:30:30.419,46.22
HSY,ASK,04/04/2016 09:30:30.419,94
CTXS,BID,04/04/2016 09:30:30.419,79.12
WBA,ASK,04/04/2016 09:30:30.419,86.61
LEN,BID,04/04/2016 09:30:30.420,47.35
REGN,BID,04/04/2016 09:30:30.420,401.67
AIZ,BID,04/04/2016 09:30:30.420,77.94
FISV,BID,04/04/2016 09:30:30.420,102.92
FB,BID,04/04/2016 09:30:30.421,114.17
LMT,ASK,04/04/2016 09:30:30.421,223.43
AAPL,BID,04/04/2016 09:30:30.421,110.39
COF,ASK,04/04/2016 09:30:30.421,70.8
PVH,BID,04/04/2016 09:30:30.422,99.18
CPB,BID,04/04/2016 09:30:30.422,64.95
MOS,ASK,04/04/2016 09:30:30.422,26.26
COP,BID,04/04/2016 09:30:30.423,39.67
SLB,BID,04/04/2016 09:30:30.423,72.29
EBAY,BID,04/04/2016 09:30:30.423,23.56
EBAY,ASK,04/04/2016 09:30:30.424,23.6
ORCL,BID,04/04/2016 09:30:30.424,41.06
BMY,ASK,04/04/2016 09:30:30.424,64.89
ETFC,ASK,04/04/2016 09:30:30.424,25.07
PPL,ASK,04/04/2016 09:30:30.424,38.24
VRSN,BID,04/04/2016 09:30:30.424,90.13
VRSN,ASK,04/04/2016 09:30:30.424,90.36
BBY,BID,04/04/2016 09:30:30.424,32.11
BBY,ASK,04/04/2016 09:30:30.425,32.19
WFC,BID,04/04/2016 09:30:30.425,48.41
CHD,ASK,04/04/2016 09:30:30.425,93.93
CTSH,BID,04/04/2016 09:30:30.425,62.95
HAL,ASK,04/04/2016 09:30:30.426,34.88
MKC,BID,04/04/2016 09:30:30.426,100.07
JPM,BID,04/04/2016 09:30:30.426,59.38
JPM,ASK,04/04/2016 09:30:30.427,59.39
ED,BID,04/04/2016 09:30:30.427,76.96
STZ,BID,04/04/2016 09:30:30.427,152.68
ECL,BID,04/04/2016 09:30:30.427,111.53
ADP,BID,04/04/2016 09:30:30.428,90.07
BXLT,ASK,04/04/2016 09:30:30.428,41.17
